Ticker,Drawdown Start,Recovery Start,Recovery Days
FRM,2018-01-09,2018-07-26,198
FRM,2018-08-29,2019-03-11,194
FRN,2012-10-19,2014-02-03,472
FRN,2014-05-30,2014-09-10,103
FRN,2014-09-25,2015-12-17,448
FRN,2016-02-26,2016-09-12,199
FRN,2016-12-09,2017-01-18,40
FRN,2017-08-08,2017-10-17,70
FRN,2018-06-12,2018-11-06,147
FRN,2018-12-24,2020-07-08,562
FSG,2010-12-28,2012-09-04,616
FSG,2012-09-25,2013-06-19,267
FSG,2013-09-05,2013-10-17,42
FSG,2013-11-06,2013-11-25,19
FSG,2013-12-02,2014-03-20,108
FSG,2015-04-29,2016-08-25,484
FSG,2016-08-30,2016-09-01,2
FSG,2016-09-08,2016-09-14,6
FSG,2016-09-15,2016-09-29,14
FSG,2016-10-03,2016-10-05,2
FSG,2016-10-06,2016-10-07,1
FSG,2016-12-15,2016-12-16,1
FSG,2016-12-19,2017-03-02,73
FSG,2017-05-26,2017-06-06,11
FSG,2017-07-31,2017-08-02,2
FSG,2017-08-30,2017-09-01,2
FSG,2017-09-05,2017-09-12,7
FSG,2017-09-20,2017-10-02,12
FSG,2017-10-03,2017-10-05,2
FSG,2017-10-13,2018-07-27,287
FSI,2010-10-18,2011-03-10,143
FSI,2012-01-27,2013-09-03,585
FSI,2013-12-02,2014-08-01,242
FSI,2015-08-28,2016-04-26,242
FSI,2016-12-28,2017-05-24,147
FSI,2018-01-02,2019-02-27,421
FSI,2019-10-11,2020-08-07,301
FSI,2021-10-08,2021-12-16,69
FSI,2022-02-01,2022-04-08,66
FSI,2022-05-02,2022-11-30,212
FSI,2023-06-26,2024-05-29,338
FTC,2011-08-15,2012-02-16,185
FTC,2012-07-18,2012-08-23,36
FTC,2015-10-02,2015-12-24,83
FTC,2016-01-08,2016-04-29,112
FTC,2016-12-05,2017-01-18,44
FTC,2018-11-19,2019-04-03,135
FTC,2020-03-26,2020-06-17,83
FTC,2022-02-14,2023-01-11,331
FTC,2023-04-17,2023-06-02,46
FTZ,2010-12-22,2012-08-08,595
FTZ,2012-11-14,2013-11-07,358
FTZ,2014-04-23,2014-05-30,37
FTZ,2016-04-05,2016-10-28,206
FUN,2010-10-18,2010-10-27,9
FUN,2011-10-06,2011-11-01,26
FUN,2014-09-17,2015-02-02,138
FUN,2015-09-30,2015-11-02,33
FUN,2016-01-25,2016-03-10,45
FUN,2017-09-26,2018-01-16,112
FUN,2018-07-20,2019-03-20,243
FUN,2019-07-02,2019-09-05,65
FUN,2020-03-09,2020-11-25,261
FUN,2021-08-23,2021-11-18,87
FUN,2022-06-15,2023-02-23,253
FUN,2023-07-19,2024-02-05,201
FXL,2011-07-29,2012-02-17,203
FXL,2012-06-27,2012-10-03,98
FXL,2012-10-17,2013-01-18,93
FXL,2015-08-21,2016-05-24,277
FXL,2018-11-27,2019-03-07,100
FXL,2020-03-31,2020-06-05,66
FXL,2022-02-08,2023-02-13,370
GCI,2015-07-06,2016-01-05,183
GCI,2016-03-01,2016-06-15,106
GCI,2016-10-07,2017-01-17,102
GCI,2017-01-25,2017-09-27,245
GCI,2018-09-24,2020-12-04,802
GCI,2021-12-17,2023-03-08,446
GCI,2023-04-28,2023-07-10,73
GCI,2023-11-17,2024-05-13,178
GDG,2019-09-03,2019-11-25,83
GDX,2011-06-17,2011-08-30,74
GDX,2011-11-23,2012-10-08,320
GDX,2013-01-17,2014-03-20,427
GDX,2014-05-21,2014-06-30,40
GDX,2014-10-10,2016-03-02,509
GDX,2016-11-18,2017-08-30,285
GDX,2017-12-11,2018-01-24,44
GDX,2018-03-15,2019-02-04,326
GDX,2020-03-27,2020-05-07,41
GDX,2021-01-07,2021-06-09,153
GDX,2021-08-06,2022-03-10,216
GDX,2022-06-28,2023-01-13,199
GDX,2023-08-17,2024-04-09,236
GED,2018-01-31,2018-02-12,12
GED,2018-10-08,2019-03-05,148
GEM,2018-06-20,2019-03-11,264
GEM,2019-09-17,2019-11-05,49
GEM,2020-03-23,2020-07-31,130
GEM,2021-09-01,2023-01-25,511
GEM,2023-10-09,2024-01-02,85
GES,2010-10-18,2010-11-10,23
GES,2011-05-13,2011-07-08,56
GES,2011-07-11,2012-03-27,260
GES,2012-05-14,2013-02-08,270
GES,2014-02-06,2015-07-20,529
GES,2016-01-04,2017-08-03,577
GES,2018-12-10,2019-11-12,337
GES,2020-03-25,2020-10-15,204
GES,2021-08-24,2022-05-25,274
GES,2022-06-06,2022-12-27,204
GES,2023-05-19,2023-06-09,21
GFI,2011-06-16,2011-10-14,120
GFI,2012-01-24,2012-02-07,14
GFI,2012-03-15,2014-08-13,881
GFI,2014-11-13,2014-12-24,41
GFI,2015-04-21,2016-02-10,295
GFI,2016-11-10,2017-07-10,242
GFI,2018-04-05,2019-01-18,288
GFI,2021-01-06,2021-06-02,147
GFI,2021-08-10,2021-12-01,113
GFI,2022-06-29,2023-01-04,189
GFI,2023-09-29,2023-12-13,75
GFI,2024-03-11,2024-03-12,1
GFL,2022-02-09,2023-01-13,338
GFL,2023-09-28,2024-02-21,146
GGG,2011-09-09,2012-02-14,158
GGG,2012-07-30,2012-09-14,46
GGG,2012-11-20,2012-12-24,34
GGG,2014-05-14,2014-07-17,64
GGG,2015-03-12,2015-11-23,256
GGG,2016-02-01,2016-02-26,25
GGG,2016-08-31,2016-12-14,105
GGG,2018-10-18,2019-03-12,145
GGG,2019-09-20,2019-12-27,98
GGG,2020-04-24,2020-07-23,90
GGG,2021-11-30,2021-12-07,7
GGG,2022-02-22,2022-11-25,276
GGG,2023-10-23,2023-12-08,46
GGX,2016-02-02,2016-08-17,197
GGX,2016-12-23,2017-06-15,174
GIB,2010-10-18,2010-11-02,15
GIB,2011-09-21,2012-03-16,177
GIB,2013-01-16,2013-02-05,20
GIB,2014-02-11,2014-06-11,120
GIB,2015-08-10,2015-12-24,136
GIB,2017-04-13,2017-06-02,50
GIB,2018-12-11,2019-01-22,42
GIB,2020-03-12,2020-09-23,195
GIB,2021-12-14,2022-09-01,261
GIB,2022-09-22,2022-12-09,78
GIB,2023-11-22,2023-12-15,23
GLB,2011-08-22,2013-07-12,690
GLB,2013-07-19,2014-04-09,264
GLB,2014-08-25,2015-02-09,168
GLB,2016-02-11,2016-05-12,91
GLB,2016-11-03,2017-01-30,88
GLB,2017-03-31,2017-04-05,5
GLB,2017-04-10,2017-04-13,3
GLB,2017-04-26,2017-07-14,79
GLH,2011-03-29,2011-12-16,262
GLH,2013-07-03,2014-11-07,492
GLH,2015-09-21,2015-10-20,29
GLH,2016-03-21,2016-10-27,220
GLH,2017-01-18,2018-01-03,350
GLIN,2011-06-09,2012-04-05,301
GLIN,2012-05-08,2012-12-03,209
GLIN,2013-03-22,2014-01-24,308
GLIN,2015-02-19,2015-02-27,8
GLIN,2015-05-28,2016-06-06,375
GLIN,2017-01-09,2017-02-08,30
GLIN,2018-04-09,2019-05-09,395
GLIN,2019-06-17,2020-09-22,463
GLIN,2022-02-24,2023-02-01,342
GLIN,2023-02-24,2023-06-06,102
GLL,2010-10-18,2012-05-14,574
GLL,2012-09-06,2013-03-08,183
GLL,2014-03-12,2014-09-30,202
GLL,2015-06-15,2015-06-16,1
GLL,2015-06-18,2015-06-29,11
GLL,2016-02-24,2016-11-29,279
GLL,2017-04-21,2018-06-21,426
GLL,2019-01-24,2021-03-03,769
GLL,2021-06-15,2021-08-23,69
GLL,2021-08-30,2021-09-29,30
GLL,2021-10-21,2022-07-14,266
GLL,2023-01-12,2023-09-05,236
GLN,2011-03-01,2011-07-29,150
GLN,2011-12-28,2012-05-07,131
GLN,2014-09-04,2014-09-05,1
GLN,2014-09-09,2014-09-10,1
GLN,2014-09-11,2014-12-29,109
GLN,2015-01-05,2015-01-06,1
GLN,2015-01-26,2015-04-17,81
GLN,2015-07-24,2016-04-08,259
GLN,2018-01-12,2020-01-24,742
GLV,2011-08-02,2012-03-01,212
GLV,2012-07-20,2012-08-01,12
GLV,2014-10-09,2015-01-06,89
GLV,2015-09-23,2016-07-15,296
GLV,2018-03-29,2018-08-08,132
GLV,2018-10-24,2019-04-16,174
GLV,2020-03-30,2020-08-26,149
GLV,2022-01-05,2024-01-23,748
GMC,2010-12-03,2012-01-30,423
GMC,2015-12-22,2016-08-31,253
GMC,2016-11-01,2017-06-13,224
GMC,2017-10-30,2018-07-27,270
GMC,2019-08-09,2020-07-23,349
GMC,2020-07-27,2020-10-08,73
GMD,2013-01-23,2013-02-15,23
GMD,2013-08-26,2013-12-09,105
GMD,2014-06-03,2014-07-24,51
GMD,2014-12-16,2015-07-10,206
GMD,2016-12-08,2017-02-16,70
GMD,2018-03-15,2018-12-13,273
GMD,2019-02-20,2019-03-18,26
GMD,2019-05-07,2019-08-26,111
GMD,2019-11-15,2020-08-28,287
GME,2010-10-18,2010-12-31,74
GME,2011-09-14,2011-10-24,40
GME,2011-12-19,2012-10-17,303
GME,2014-02-03,2014-08-20,198
GME,2014-12-12,2015-04-24,133
GME,2015-12-08,2016-09-01,268
GME,2016-10-17,2018-08-24,676
GME,2018-08-30,2018-09-10,11
GME,2018-12-21,2020-09-08,627
GME,2021-12-15,2022-08-16,244
GME,2022-10-07,2023-07-03,269
GME,2023-08-30,2024-05-24,268
GML,2013-11-08,2014-03-06,118
GML,2014-12-15,2014-12-26,11
GML,2015-03-12,2015-04-17,36
GML,2015-12-31,2016-09-20,264
GMN,2011-03-09,2012-03-05,362
GMN,2012-07-12,2013-02-25,228
GMN,2013-04-18,2014-03-28,344
GMN,2015-05-19,2016-06-09,387
GMV,2011-07-08,2014-03-06,972
GMV,2014-07-15,2015-03-18,246
GMV,2015-09-09,2016-04-21,225
GMV,2017-03-28,2017-10-06,192
GNE,2012-08-10,2013-03-15,217
GNE,2014-02-20,2014-03-06,14
GNE,2014-04-03,2015-03-31,362
GNE,2016-01-15,2017-04-10,451
GNE,2017-09-07,2018-06-22,288
GNE,2019-09-19,2020-05-22,246
GNE,2021-01-22,2022-03-21,423
GNG,2011-06-09,2012-07-27,414
GNG,2013-04-01,2013-12-19,262
GNG,2014-11-18,2016-01-12,420
GNG,2016-08-16,2017-01-04,141
GNG,2017-03-13,2017-04-25,43
GNG,2017-04-27,2017-04-28,1
GNG,2017-07-14,2017-07-18,4
GNG,2017-07-19,2017-10-19,92
GNM,2012-10-19,2013-11-06,383
GNM,2014-01-21,2014-04-07,76
GNM,2014-04-21,2014-07-30,100
GNM,2014-11-13,2015-06-08,207
GOLD,2011-06-10,2011-09-12,94
GOLD,2011-11-23,2011-12-08,15
GOLD,2012-01-24,2012-02-08,15
GOLD,2012-02-10,2014-02-19,740
GOLD,2014-05-19,2014-08-14,87
GOLD,2014-09-22,2016-02-16,512
GOLD,2016-11-09,2017-03-13,124
GOLD,2017-06-16,2018-11-26,528
GOLD,2020-12-17,2022-03-03,441
GOLD,2022-07-07,2023-01-26,203
GOLD,2023-07-24,2024-01-12,172
GOLD,2024-02-20,2024-04-29,69
GOR,2010-11-26,2010-12-01,5
GOR,2011-04-27,2012-03-26,334
GOR,2012-03-27,2014-01-27,671
GOR,2014-08-12,2015-04-14,245
GOR,2015-04-28,2015-05-01,3
GOR,2015-05-04,2015-05-05,1
GOR,2015-05-18,2015-06-10,23
GOR,2015-12-03,2016-04-04,123
GOR,2016-12-09,2017-07-07,210
GOR,2017-09-12,2017-11-28,77
GOVT,2013-02-05,2013-05-03,87
GOVT,2013-06-20,2014-02-26,251
GOVT,2015-07-01,2015-09-11,72
GOVT,2016-11-18,2017-06-08,202
GOVT,2018-01-17,2018-08-23,218
GOVT,2018-10-29,2018-12-20,52
GOVT,2020-12-01,2021-08-17,259
GOVT,2022-01-11,2023-03-22,435
GOVT,2023-08-14,2024-01-08,147
GOW,2011-12-29,2012-01-03,5
GOW,2012-01-10,2012-01-19,9
GOW,2014-07-23,2015-04-27,278
GOW,2016-06-01,2017-01-04,217
GPS,2010-10-18,2010-12-27,70
GPS,2011-06-24,2011-12-30,189
GPS,2013-11-25,2014-03-27,122
GPS,2014-11-07,2015-01-21,75
GPS,2015-05-28,2016-08-30,460
GPS,2017-03-22,2017-05-05,44
GPS,2017-06-09,2017-06-16,7
GPS,2017-06-19,2017-09-12,85
GPS,2018-06-15,2018-06-25,10
GPS,2018-08-27,2020-02-20,542
GPS,2020-03-06,2020-08-26,173
GPS,2021-09-20,2022-12-01,437
GPS,2023-04-24,2023-09-27,156
GPT,2014-03-06,2014-07-09,125
GPT,2015-05-07,2015-12-21,228
GPT,2016-12-14,2017-02-28,76
GPT,2017-03-15,2017-05-05,51
GPT,2017-12-28,2018-06-22,176
GRB,2011-06-23,2011-07-01,8
GRB,2011-07-15,2011-07-26,11
GRB,2011-07-28,2011-12-23,148
GRB,2014-05-06,2014-11-18,196
GRB,2014-12-02,2014-12-03,1
GRB,2014-12-05,2014-12-08,3
GRB,2014-12-09,2014-12-10,1
GRB,2015-01-15,2015-01-21,6
GRB,2015-01-22,2015-01-23,1
GRB,2015-01-27,2015-02-11,15
GRB,2015-03-23,2015-03-25,2
GRB,2015-03-27,2015-03-31,4
GRB,2015-04-01,2015-04-10,9
GRB,2015-04-14,2015-04-15,1
GRB,2015-04-16,2015-05-06,20
GRB,2015-07-06,2015-07-07,1
GRB,2015-07-08,2015-11-04,119
GRB,2015-11-05,2015-11-17,12
GRB,2015-11-19,2015-11-25,6
GRB,2015-12-15,2015-12-17,2
GRB,2016-04-07,2016-04-08,1
GRB,2016-04-19,2016-04-29,10
GRB,2016-05-05,2016-08-02,89
GRB,2016-08-12,2016-09-01,20
GRB,2016-09-06,2016-09-07,1
GRB,2016-12-02,2017-02-06,66
GRB,2017-02-08,2017-02-13,5
GRB,2017-03-01,2017-12-05,279
GRL,2010-11-17,2012-03-05,474
GRL,2013-04-16,2013-07-12,87
GRL,2014-09-08,2014-10-29,51
GRL,2015-02-10,2015-02-25,15
GRL,2016-01-28,2016-09-08,224
GROW,2010-10-18,2010-11-22,35
GROW,2011-07-11,2012-03-08,241
GROW,2012-05-18,2012-11-23,189
GROW,2012-12-04,2014-02-11,434
GROW,2014-10-29,2016-04-26,545
GROW,2016-11-08,2017-10-03,329
GROW,2018-05-08,2019-07-05,423
GROW,2019-12-27,2020-06-04,160
GROW,2021-08-17,2023-07-13,695
GROW,2023-11-09,2023-12-04,25
GRV,2011-06-20,2011-09-23,95
GRV,2011-10-13,2011-10-14,1
GRV,2011-10-18,2011-10-19,1
GRV,2013-04-12,2013-10-25,196
GRV,2014-09-17,2014-11-06,50
GRV,2014-11-24,2014-11-25,1
GRV,2015-01-13,2015-01-20,7
GRV,2015-01-23,2015-03-16,52
GRV,2015-03-18,2015-03-19,1
GRV,2015-03-27,2015-06-23,88
GRV,2015-10-15,2016-05-05,203
GRV,2016-12-22,2017-06-15,175
GRV,2017-07-14,2017-10-06,84
GSM,2011-09-12,2012-09-17,371
GSM,2013-04-18,2013-10-01,166
GSM,2014-10-03,2015-04-17,196
GSM,2015-08-04,2016-09-28,421
GSM,2016-11-02,2016-11-10,8
GSM,2017-05-11,2017-07-07,57
GSM,2018-04-10,2020-11-06,941
GSM,2022-01-21,2022-03-21,59
GSM,2022-06-27,2023-07-13,381
GSM,2024-03-15,2024-05-28,74
GSS,2011-01-18,2012-10-08,629
GSS,2013-04-04,2014-02-18,320
GSS,2014-06-25,2015-07-01,371
GSS,2015-08-14,2016-03-03,202
GSS,2017-05-08,2017-11-02,178
GSS,2018-03-20,2018-09-26,190
GSS,2018-11-26,2019-02-27,93
GSS,2019-09-09,2020-07-30,325
GSS,2021-02-22,2021-11-24,275
GSW,2012-08-28,2013-09-12,380
GSW,2013-12-12,2014-03-20,98
GSW,2015-01-06,2016-01-04,363
GSW,2016-01-11,2016-04-06,86
GSW,2017-01-27,2017-03-20,52
GTE,2011-05-18,2012-03-29,316
GTE,2012-06-13,2012-12-03,173
GTE,2014-08-13,2016-03-31,596
GTE,2017-01-18,2018-01-05,352
GTE,2018-12-03,2021-01-08,767
GTE,2021-09-02,2021-10-27,55
GTE,2022-08-23,2024-04-11,597
GTG,2012-01-25,2014-08-04,922
GTG,2014-10-07,2014-11-21,45
GTG,2015-04-16,2016-04-19,369
GTG,2016-11-09,2017-04-25,167
GTK,2011-05-13,2013-01-31,629
GTK,2013-04-15,2013-09-20,158
GTK,2013-12-02,2014-10-29,331
GTK,2015-02-06,2015-04-28,81
GTK,2015-10-06,2016-04-07,184
GTK,2016-07-20,2017-09-27,434
GTK,2017-10-23,2018-03-22,150
GTN,2010-10-18,2011-04-05,169
GTN,2011-09-06,2012-03-13,189
GTN,2012-05-21,2012-09-18,120
GTN,2014-09-10,2015-03-02,173
GTN,2015-03-04,2015-03-05,1
GTN,2015-10-05,2015-11-11,37
GTN,2016-02-08,2017-02-06,364
GTN,2018-03-28,2018-08-09,134
GTN,2019-07-05,2019-12-18,166
GTN,2020-03-30,2020-11-19,234
GTN,2022-01-04,2022-03-24,79
GTN,2022-05-02,2024-01-02,610
GTR,2022-07-25,2023-06-01,311
GTR,2023-11-07,2023-12-08,31
GWA,2011-06-16,2012-02-14,243
GWA,2012-04-25,2013-01-16,266
GWA,2013-07-15,2013-09-09,56
GWA,2014-03-14,2014-08-25,164
GWA,2014-11-05,2014-12-30,55
HACK,2015-09-24,2016-07-25,305
HACK,2018-11-26,2019-03-13,107
HACK,2019-09-30,2019-12-10,71
HACK,2020-03-31,2020-06-02,63
HACK,2022-01-20,2023-03-28,432
HAS,2011-06-21,2012-04-12,296
HAS,2012-07-11,2012-08-17,37
HAS,2014-08-04,2014-10-09,66
HAS,2016-01-05,2016-03-21,76
HAS,2016-11-07,2016-11-17,10
HAS,2017-10-06,2018-07-23,290
HAS,2018-12-24,2019-05-23,150
HAS,2019-12-16,2020-10-07,296
HAS,2021-10-21,2021-12-14,54
HAS,2022-03-17,2023-06-29,469
HAS,2023-11-14,2024-04-30,168
HAW,2015-10-23,2015-11-12,20
HAW,2016-04-06,2016-06-13,68
HAW,2016-06-15,2016-06-23,8
HAW,2016-10-06,2016-10-13,7
HCD,2017-04-24,2017-08-08,106
HCD,2017-08-10,2017-11-29,111
HCD,2018-02-09,2018-06-01,112
HCD,2018-11-01,2020-06-03,580
HCD,2020-10-26,2021-03-25,150
HCT,2010-10-21,2012-02-06,473
HCT,2012-10-24,2014-04-07,530
HCT,2016-03-04,2016-03-07,3
HCT,2016-03-08,2016-03-22,14
HCT,2016-03-23,2016-03-24,1
HCT,2016-04-01,2016-04-04,3
HCT,2016-04-06,2016-04-07,1
HCT,2017-09-08,2017-11-06,59
HGL,2015-02-06,2015-05-20,103
HGL,2015-10-19,2016-05-03,197
HGL,2016-08-03,2016-09-19,47
HGL,2017-01-20,2017-09-29,252
HGM,2012-08-30,2012-08-31,1
HGM,2013-12-16,2014-12-04,353
HGM,2015-07-31,2016-07-05,340
HGM,2016-10-07,2017-01-12,97
HGM,2017-02-07,2017-02-23,16
HGO,2011-03-22,2013-02-27,708
HGO,2013-03-14,2013-10-22,222
HGO,2013-12-04,2014-02-24,82
HGO,2014-08-01,2015-08-03,367
HGO,2015-11-30,2016-04-28,150
HHM,2011-07-26,2016-09-30,1893
HIP,2012-01-03,2013-01-24,387
HIP,2013-02-12,2013-02-19,7
HIP,2013-05-24,2014-03-21,301
HIP,2014-06-25,2015-04-10,289
HIP,2015-07-23,2015-10-01,70
HIP,2015-12-03,2016-06-03,183
HIP,2017-10-12,2018-01-19,99
HLA,2010-12-16,2012-06-15,547
HLA,2012-07-02,2013-01-25,207
HLO,2010-11-29,2012-05-11,529
HLO,2015-01-05,2016-09-28,632
HLX,2010-10-18,2010-11-17,30
HLX,2011-10-11,2011-11-04,24
HLX,2011-11-10,2011-11-15,5
HLX,2011-11-17,2011-12-06,19
HLX,2012-01-23,2012-02-07,15
HLX,2012-07-13,2012-08-31,49
HLX,2012-11-29,2012-12-24,25
HLX,2013-11-25,2014-06-12,199
HLX,2015-01-02,2016-05-03,487
HLX,2017-03-09,2017-10-18,223
HLX,2018-04-02,2018-06-01,60
HLX,2018-12-21,2019-07-15,206
HLX,2020-03-10,2020-12-11,276
HLX,2021-08-25,2022-03-24,211
HLX,2022-07-07,2022-09-28,83
HMC,2011-05-18,2012-02-27,285
HMC,2012-07-09,2013-01-04,179
HMC,2014-03-03,2015-03-26,388
HMC,2015-09-02,2016-09-06,370
HMC,2017-05-16,2017-10-23,160
HMC,2018-06-21,2019-11-06,503
HMC,2020-03-18,2020-07-17,121
HMC,2020-10-05,2020-10-12,7
HMC,2020-10-14,2020-10-19,5
HMC,2020-10-27,2020-11-09,13
HMC,2021-11-12,2023-02-23,468
HMO,2011-09-21,2011-12-23,93
HMO,2012-06-27,2012-11-13,139
HMO,2014-04-28,2017-01-05,983
HMX,2011-02-23,2011-05-13,79
HMX,2011-10-19,2012-10-24,371
HMX,2013-01-11,2014-06-04,509
HMX,2014-10-07,2016-05-02,573
HMX,2017-03-31,2018-01-05,280
HNG,2016-05-16,2017-02-17,277
HNG,2017-09-28,2018-07-05,280
HNG,2019-04-03,2019-07-03,91
HNG,2019-11-01,2020-06-15,227
HNG,2020-09-08,2021-01-08,122
HOG,2011-09-23,2012-01-05,104
HOG,2012-08-23,2012-12-19,118
HOG,2014-08-13,2014-12-29,138
HOG,2015-02-05,2016-07-19,530
HOG,2017-06-09,2018-01-24,229
HOG,2018-03-15,2019-11-04,599
HOG,2020-03-04,2020-09-11,191
HOG,2021-09-10,2022-04-04,206
HOG,2022-05-23,2022-09-09,109
HOG,2023-04-25,2024-01-29,279
HOR,2012-04-12,2012-06-13,62
HOR,2014-07-03,2015-03-20,260
HOR,2015-11-27,2017-04-18,508
HOT,2015-12-29,2016-04-25,118
HPI,2013-07-05,2014-03-06,244
HPI,2015-07-15,2015-11-24,132
HPI,2016-11-14,2017-03-29,135
HPI,2018-02-08,2018-06-01,113
HPI,2018-12-17,2019-03-11,84
HPI,2019-12-17,2020-01-30,44
HPI,2020-03-16,2020-08-05,142
HPI,2022-01-21,2023-02-08,383
HPI,2023-04-13,2023-09-06,146
HPI,2023-10-03,2023-12-26,84
HRL,2011-10-05,2011-11-04,30
HRL,2012-08-22,2012-10-11,50
HRL,2016-06-17,2017-12-19,550
HRL,2019-05-16,2019-09-12,119
HRL,2021-01-05,2021-06-25,171
HRL,2021-08-18,2022-01-11,146
HRL,2022-07-27,2022-08-23,27
HRL,2022-09-21,2024-05-01,588
HSN,2010-11-15,2010-12-14,29
HSN,2011-07-25,2012-11-05,469
HSN,2013-05-23,2014-07-18,421
HUB,2020-01-22,2020-09-17,239
HUB,2021-08-23,2021-10-18,56
HUO,2010-11-15,2011-05-04,170
HUO,2011-09-06,2016-01-11,1588
HUO,2016-05-11,2016-09-28,140
HVN,2020-02-25,2020-10-20,238
HWH,2023-08-04,2023-10-25,82
HWK,2016-02-22,2016-06-14,113
HYD,2010-12-16,2011-06-07,173
HYD,2013-06-26,2014-02-28,247
HYD,2015-07-22,2015-10-08,78
HYD,2016-11-28,2017-04-28,151
HYD,2018-11-19,2019-01-04,46
HYD,2020-03-19,2020-08-13,147
HYD,2022-01-28,2023-02-07,375
HYD,2023-09-26,2024-01-02,98
IAF,2011-08-22,2012-03-07,198
IAF,2012-07-20,2012-07-30,10
IAF,2013-06-24,2013-09-11,79
IAF,2013-12-27,2014-07-14,199
IAF,2014-10-09,2016-04-13,552
IAF,2018-05-31,2018-06-26,26
IAF,2018-10-10,2019-04-04,176
IAF,2020-03-20,2020-08-03,136
IAF,2022-01-07,2022-04-12,95
IAF,2022-06-13,2023-01-30,231
IAF,2023-05-12,2023-05-31,19
IAF,2023-08-18,2024-01-09,144
IAG,2011-11-25,2012-10-04,314
IAG,2013-01-08,2014-08-08,577
IAG,2014-09-26,2016-03-03,524
IAG,2016-12-27,2017-02-06,41
IAG,2017-04-06,2017-05-24,48
IAG,2018-03-16,2018-06-15,91
IAG,2018-08-16,2019-08-08,357
IAG,2020-02-07,2020-06-05,119
IAG,2020-12-11,2021-12-15,369
IAG,2022-02-02,2022-03-02,28
IAG,2022-06-06,2023-01-04,212
IAG,2023-08-28,2024-02-29,185
IAM,2013-04-05,2013-04-23,18
IAM,2013-06-24,2014-02-13,234
IAM,2014-07-18,2014-08-11,24
IAM,2015-06-22,2016-02-19,242
IAM,2017-05-25,2018-01-04,224
IAM,2018-07-19,2019-02-06,202
IAM,2019-06-13,2019-12-05,175
IAM,2020-03-25,2020-10-21,210
IAM,2021-04-15,2021-10-11,179
IAP,2013-12-05,2013-12-20,15
IAP,2014-09-25,2014-10-27,32
IAP,2015-02-06,2015-05-21,104
IAP,2015-09-30,2016-03-23,175
IAP,2016-07-25,2016-12-13,141
IAP,2016-12-14,2017-04-18,125
IAP,2017-06-07,2017-07-11,34
IAP,2017-09-20,2020-01-24,856
IBC,2018-10-02,2020-04-27,573
IBC,2020-12-16,2021-01-13,28
IBC,2021-01-19,2021-04-12,83
ICE,2010-10-18,2010-11-09,22
ICE,2011-08-23,2011-11-02,71
ICE,2012-01-12,2012-02-22,41
ICE,2012-11-19,2013-02-08,81
ICE,2014-05-15,2014-11-03,172
ICE,2016-04-07,2016-05-23,46
ICE,2019-02-28,2019-03-08,8
ICE,2019-03-11,2019-04-01,21
ICE,2020-03-25,2020-06-12,79
ICE,2022-05-09,2023-01-10,246
ICI,2010-10-18,2010-11-04,17
ICI,2011-03-17,2011-12-08,266
ICI,2012-05-30,2012-07-09,40
ICI,2012-10-25,2012-12-17,53
ICI,2013-06-11,2014-07-09,393
ICI,2014-10-20,2015-03-10,141
ICI,2015-07-07,2016-09-09,430
ICI,2017-05-01,2017-09-27,149
ICN,2011-09-27,2012-10-17,386
ICN,2013-06-20,2014-02-06,231
ICN,2014-12-12,2015-03-11,89
ICN,2015-06-02,2015-07-22,50
ICN,2015-08-26,2016-04-20,238
ICT,2021-05-03,2021-10-20,170
ICU,2022-10-20,2024-02-12,480
IDA,2011-09-22,2011-10-25,33
IDA,2012-06-07,2012-07-05,28
IDA,2015-06-08,2015-10-02,116
IDA,2018-02-15,2018-05-18,92
IDA,2020-03-20,2020-12-07,262
IDA,2022-06-28,2022-08-25,58
IDA,2022-10-19,2023-01-10,83
IDA,2023-03-14,2023-04-10,27
IDA,2023-07-26,2024-05-23,302
IDT,2011-08-17,2012-08-09,358
IDT,2014-02-18,2014-11-26,281
IDT,2015-07-27,2016-04-15,263
IDT,2017-04-04,2018-11-21,596
IDT,2019-11-26,2020-09-09,288
IDT,2020-09-10,2020-09-11,1
IDT,2022-02-07,2023-01-09,336
IDT,2023-07-13,2023-12-08,148
IDX,2011-03-21,2011-03-30,9
IDX,2011-10-10,2012-03-15,157
IDX,2012-05-30,2012-10-15,138
IDX,2013-07-18,2014-04-07,263
IDX,2014-11-12,2016-03-04,478
IDX,2017-01-04,2017-04-07,93
IDX,2018-05-03,2019-01-08,250
IDX,2019-09-24,2019-12-18,85
IDX,2020-03-03,2020-10-22,233
IDX,2021-06-09,2021-10-29,142
IDX,2022-07-14,2023-06-28,349
IDZ,2014-09-17,2015-03-13,177
IDZ,2015-10-27,2016-09-14,323
IEQ,2012-08-28,2012-09-04,7
IEQ,2015-08-19,2016-02-12,177
IFL,2010-10-18,2011-12-23,431
IFL,2012-04-16,2013-12-05,598
IFL,2014-05-28,2016-07-06,770
IFM,2010-11-15,2010-11-16,1
IFM,2010-11-18,2010-12-21,33
IFM,2011-08-16,2011-08-18,2
IFM,2011-08-19,2012-03-14,208
IFM,2012-11-23,2013-08-20,270
IFM,2013-09-06,2013-09-10,4
IFM,2013-09-16,2013-09-17,1
IFM,2013-09-20,2013-12-27,98
IFM,2014-01-02,2014-01-03,1
IFM,2014-01-09,2014-01-10,1
IFM,2014-01-17,2014-02-06,20
IFM,2014-02-07,2014-04-14,66
