Ticker,Drawdown Start,Recovery Start,Recovery Days
CAA,2017-09-18,2017-10-23,35
CAD,2013-02-15,2014-06-03,473
CAD,2014-09-23,2016-04-27,582
CAE,2011-08-25,2012-03-27,215
CAE,2012-06-21,2012-09-17,88
CAE,2013-01-11,2013-01-24,13
CAE,2013-04-10,2013-05-21,41
CAE,2014-08-28,2014-12-18,112
CAE,2015-02-10,2016-04-13,428
CAE,2018-11-06,2019-02-20,106
CAE,2020-03-25,2020-11-19,239
CAE,2021-12-01,2023-02-27,453
CAF,2011-03-08,2011-04-05,28
CAF,2011-06-14,2012-05-01,322
CAF,2012-07-11,2012-12-10,152
CAF,2013-07-03,2013-11-18,138
CAF,2014-04-11,2014-08-04,115
CAF,2015-08-21,2015-12-23,124
CAF,2016-02-04,2016-05-03,89
CAF,2018-08-01,2019-03-06,217
CAF,2019-09-18,2019-12-27,100
CAF,2020-03-17,2020-08-04,140
CAF,2021-08-18,2023-02-06,537
CAF,2023-04-18,2024-02-23,311
CAF,2024-04-22,2024-06-06,45
CAG,2010-10-18,2011-02-11,116
CAG,2012-06-29,2012-10-04,97
CAG,2013-10-07,2014-06-10,246
CAG,2014-07-30,2014-09-04,36
CAG,2016-01-22,2016-03-23,61
CAG,2017-07-05,2018-01-03,182
CAG,2018-08-29,2018-09-18,20
CAG,2018-10-02,2019-06-07,248
CAG,2021-02-03,2021-04-01,57
CAG,2021-08-06,2022-02-11,189
CAG,2022-07-28,2022-08-02,5
CAG,2023-06-29,2024-04-18,294
CAN,2020-09-04,2020-12-14,101
CAQ,2011-01-14,2013-04-18,825
CAQ,2013-05-06,2013-07-08,63
CAQ,2013-09-23,2014-05-13,232
CAQ,2014-09-25,2014-12-22,88
CAQ,2015-03-06,2016-02-17,348
CAQ,2016-04-15,2017-01-25,285
CAQ,2017-02-14,2017-05-19,94
CAR,2010-10-18,2010-11-12,25
CAR,2011-08-12,2012-03-13,214
CAR,2014-11-28,2014-12-23,25
CAR,2015-04-02,2016-07-27,482
CAR,2017-03-20,2017-09-07,171
CAR,2018-06-29,2019-04-01,276
CAR,2019-09-13,2020-01-15,124
CAR,2020-03-25,2020-08-05,133
CAR,2022-07-01,2022-11-30,152
CAR,2023-01-30,2023-02-07,8
CAR,2023-05-04,2023-07-18,75
CAT,2011-08-24,2012-01-25,154
CAT,2012-06-15,2013-01-22,221
CAT,2013-04-29,2013-12-10,225
CAT,2014-10-31,2016-04-13,530
CAT,2018-07-20,2019-04-04,258
CAT,2019-06-07,2019-07-30,53
CAT,2019-08-21,2019-11-07,78
CAT,2020-03-18,2020-07-30,134
CAT,2021-09-14,2022-03-11,178
CAT,2022-07-07,2022-11-25,141
CAT,2023-05-26,2023-06-16,21
CAV,2015-09-23,2015-09-25,2
CAV,2017-06-16,2018-08-27,437
CAV,2019-05-22,2019-12-20,212
CAY,2011-02-22,2011-03-01,7
CAY,2011-04-25,2013-09-06,865
CAY,2013-12-27,2014-10-03,280
CAY,2015-01-12,2015-08-12,212
CAY,2016-02-12,2016-06-16,125
CAZ,2010-10-21,2011-02-17,119
CAZ,2011-03-16,2011-04-18,33
CAZ,2011-04-29,2011-05-02,3
CAZ,2011-05-03,2011-05-04,1
CAZ,2011-07-28,2011-07-29,1
CAZ,2011-10-11,2011-10-17,6
CAZ,2011-10-19,2011-10-20,1
CAZ,2011-10-21,2011-10-25,4
CAZ,2011-12-20,2012-11-16,332
CAZ,2013-04-24,2014-04-25,366
CAZ,2015-03-10,2015-03-12,2
CAZ,2015-03-25,2016-06-14,447
CBA,2014-11-25,2016-06-13,566
CBA,2016-12-15,2017-01-09,25
CBA,2017-10-06,2017-12-27,82
CBA,2018-04-24,2018-09-19,148
CBA,2018-09-24,2018-10-04,10
CBA,2019-03-27,2020-06-08,439
CBA,2020-10-16,2021-11-12,392
CBA,2022-09-12,2023-08-30,352
CBE,2010-10-18,2010-10-22,4
CBE,2011-07-27,2012-02-03,191
CBE,2012-12-04,2014-02-20,443
CBE,2014-05-20,2014-11-26,190
CBE,2016-01-21,2016-02-05,15
CBE,2016-02-08,2016-02-09,1
CBE,2016-02-22,2016-02-23,1
CBE,2016-03-08,2016-03-09,1
CBE,2016-03-28,2016-03-29,1
CBE,2016-03-30,2016-08-01,124
CBE,2016-09-27,2017-03-28,182
CDH,2012-05-30,2013-03-06,280
CDH,2014-10-08,2015-09-24,351
CDH,2016-03-02,2016-05-04,63
CDH,2016-06-20,2016-08-17,58
CDH,2017-02-28,2017-06-13,105
CDM,2013-04-05,2013-07-08,94
CDM,2013-07-30,2013-10-21,83
CDM,2014-04-11,2014-08-08,119
CDM,2014-10-08,2014-12-19,72
CDM,2015-02-11,2016-07-07,512
CDM,2017-05-10,2017-08-14,96
CDM,2018-06-22,2018-10-02,102
CDM,2018-11-07,2019-01-30,84
CDM,2019-07-02,2020-02-04,217
CDM,2020-05-06,2020-12-22,230
CDM,2021-07-30,2021-08-27,28
CDP,2010-10-18,2012-04-04,534
CDP,2012-04-13,2012-04-26,13
CDP,2012-06-12,2012-06-18,6
CDP,2012-07-25,2012-08-13,19
CDP,2013-08-19,2014-02-21,186
CDP,2014-11-17,2014-12-04,17
CDP,2015-06-02,2016-03-10,282
CDP,2017-10-04,2018-07-19,288
CDP,2018-11-26,2019-04-15,140
CDP,2020-03-18,2020-11-30,257
CDP,2021-12-13,2022-04-21,129
CDP,2022-06-23,2022-08-16,54
CDP,2022-09-19,2022-09-20,1
CDP,2022-09-21,2022-12-23,93
CDP,2023-03-30,2023-08-10,133
CDP,2023-11-13,2023-12-04,21
CDP,2024-03-22,2024-06-06,76
CDX,2022-12-02,2023-01-23,52
CFE,2013-10-25,2013-12-31,67
CFE,2014-06-16,2014-08-20,65
CFE,2014-09-12,2014-09-19,7
CFE,2015-01-30,2015-07-15,166
CFE,2015-09-28,2016-05-23,238
CFE,2016-05-31,2016-06-01,1
CFE,2016-10-07,2016-10-13,6
CFE,2016-12-14,2016-12-30,16
CFE,2017-06-06,2017-06-12,6
CFE,2017-06-16,2017-06-30,14
CFE,2017-07-03,2018-09-24,448
CFO,2015-09-04,2016-04-21,230
CFO,2018-11-20,2019-06-05,197
CFO,2020-04-06,2020-06-12,67
CFO,2022-03-15,2023-01-11,302
CFO,2023-03-01,2023-03-03,2
CFO,2023-03-08,2024-02-07,336
CGA,2010-10-18,2012-03-19,518
CGA,2012-05-22,2012-09-11,112
CGA,2012-09-21,2013-09-18,362
CGA,2014-02-21,2015-05-06,439
CGA,2015-09-14,2016-09-08,360
CGA,2016-11-28,2017-12-01,368
CGA,2017-12-27,2018-01-04,8
CGA,2018-05-07,2020-08-24,840
CGA,2020-08-25,2021-01-05,133
CGA,2022-01-12,2024-02-23,772
CGC,2015-01-21,2015-11-13,296
CGC,2017-06-12,2017-09-21,101
CGC,2019-01-07,2019-02-04,28
CGC,2019-07-19,2020-11-05,475
CGC,2021-06-08,2024-04-26,1053
CGF,2012-08-23,2013-02-26,187
CGF,2014-03-11,2014-09-05,178
CGF,2014-10-22,2014-11-28,37
CGF,2014-12-02,2015-04-23,142
CGF,2015-07-15,2017-03-06,600
CGL,2014-03-14,2014-08-12,151
CGL,2015-07-28,2016-05-04,281
CGL,2016-06-29,2016-08-02,34
CGM,2010-10-21,2011-01-14,85
CGM,2011-03-11,2011-03-28,17
CGM,2011-04-06,2011-04-13,7
CGM,2011-08-25,2012-06-11,291
CGM,2012-06-12,2012-06-18,6
CGM,2012-09-04,2012-11-15,72
CGM,2012-11-16,2012-11-26,10
CGM,2012-11-27,2012-12-06,9
CGM,2013-05-06,2013-07-18,73
CGM,2013-07-19,2013-07-26,7
CGM,2013-08-09,2013-09-16,38
CGM,2013-11-14,2013-11-15,1
CGM,2013-11-19,2014-03-11,112
CGM,2014-03-12,2014-04-10,29
CGM,2014-04-28,2014-04-29,1
CGM,2014-05-08,2014-05-30,22
CGM,2014-09-25,2014-10-03,8
CGM,2014-10-06,2014-12-03,58
CGM,2015-02-03,2015-02-09,6
CGM,2015-02-13,2015-11-11,271
CGM,2016-06-29,2017-10-05,463
CGM,2017-12-15,2018-10-31,320
CGM,2019-02-11,2019-03-01,18
CGN,2011-03-01,2011-05-02,62
CGN,2011-07-13,2011-11-02,112
CGN,2012-09-25,2013-09-05,345
CGN,2014-03-07,2014-04-04,28
CGN,2014-04-11,2014-04-23,12
CGN,2015-02-23,2015-11-10,260
CGN,2016-05-10,2017-03-14,308
CGN,2017-05-25,2018-12-24,578
CGO,2011-09-16,2012-02-17,154
CGO,2012-06-18,2012-10-01,105
CGO,2013-08-14,2013-11-14,92
CGO,2014-10-09,2015-04-02,175
CGO,2015-09-01,2016-05-13,255
CGO,2016-12-23,2017-01-23,31
CGO,2018-10-23,2019-04-25,184
CGO,2020-03-23,2020-07-20,119
CGO,2022-01-14,2023-03-31,441
CGO,2023-04-10,2023-06-28,79
CGO,2023-10-13,2024-01-09,88
CGS,2010-11-03,2010-12-15,42
CGS,2011-10-04,2012-08-23,324
CGS,2013-08-14,2014-03-19,217
CHK,2023-02-15,2023-08-25,191
CHK,2023-12-29,2024-04-05,98
CHN,2011-06-20,2012-04-10,295
CHN,2012-06-18,2012-11-12,147
CHN,2013-07-10,2013-09-26,78
CHN,2015-08-12,2016-08-08,362
CHN,2018-07-09,2019-03-14,248
CHN,2019-10-08,2019-11-07,30
CHN,2020-04-24,2020-06-03,40
CHN,2021-08-06,2023-01-17,529
CHN,2023-04-28,2024-05-16,384
CIA,2011-05-25,2011-11-14,173
CIA,2012-06-21,2012-08-03,43
CIA,2013-03-11,2013-10-18,221
CIA,2014-02-26,2014-12-05,282
CIA,2015-03-19,2015-07-31,134
CIA,2015-08-31,2015-10-13,43
CIA,2016-02-18,2016-04-26,68
CIA,2017-03-20,2017-11-01,226
CIA,2018-03-21,2018-06-05,76
CIA,2018-12-19,2019-11-13,329
CIA,2019-11-22,2019-12-20,28
CIA,2019-12-23,2020-11-19,332
CIA,2021-05-18,2021-10-04,139
CIA,2022-01-20,2023-08-17,574
CII,2011-07-27,2012-02-07,195
CII,2015-09-14,2015-12-24,101
CII,2016-01-08,2016-05-04,117
CII,2018-12-04,2019-04-05,122
CII,2020-03-26,2020-08-24,151
CII,2022-03-10,2023-01-23,319
CIM,2011-06-14,2012-03-02,262
CIM,2012-07-16,2012-10-19,95
CIM,2015-06-02,2015-11-20,171
CIM,2016-01-22,2016-04-06,75
CIM,2018-02-16,2018-05-17,90
CIM,2020-03-26,2020-12-08,257
CIM,2022-02-17,2023-08-11,540
CIN,2010-10-18,2010-11-15,28
CIN,2011-03-18,2013-09-16,913
CIN,2013-11-27,2015-12-04,737
CIN,2016-09-23,2017-11-16,419
CIO,2015-08-07,2016-02-01,178
CIO,2017-04-17,2017-06-02,46
CIO,2018-02-09,2018-06-27,138
CIO,2018-11-26,2019-05-14,169
CIO,2020-03-18,2021-01-04,292
CIO,2022-04-29,2024-01-05,616
CIO,2024-03-22,2024-05-22,61
CIP,2011-03-11,2011-12-28,292
CIP,2012-09-12,2013-10-15,398
CIP,2014-03-27,2014-08-13,139
CIP,2014-09-11,2014-10-03,22
CIP,2014-11-18,2015-04-21,154
CIP,2015-04-27,2015-04-28,1
CIP,2015-06-18,2015-09-17,91
CIP,2015-12-29,2016-02-04,37
CIP,2016-02-11,2016-02-17,6
CIP,2016-03-02,2016-07-01,121
CIP,2017-02-01,2017-02-02,1
CIP,2017-02-03,2017-02-10,7
CIP,2017-07-20,2017-09-29,71
CIW,2010-10-18,2011-02-17,122
CIW,2011-08-08,2012-10-10,429
CIW,2013-03-28,2014-12-17,629
CIW,2014-12-23,2014-12-26,3
CIW,2014-12-30,2014-12-31,1
CIW,2015-01-02,2015-04-02,90
CIW,2015-07-09,2016-03-02,237
CIW,2016-05-23,2016-08-29,98
CIW,2016-08-30,2016-12-20,112
CIW,2016-12-22,2016-12-23,1
CIW,2017-01-03,2017-01-04,1
CIW,2017-01-06,2017-01-10,4
CIW,2017-02-01,2017-03-06,33
CLB,2012-07-30,2013-02-19,204
CLB,2014-06-11,2015-06-16,370
CLB,2015-07-20,2015-11-06,109
CLB,2015-11-13,2015-11-23,10
CLB,2016-01-11,2016-04-15,95
CLB,2016-10-11,2017-01-20,101
CLB,2017-04-27,2017-05-04,7
CLB,2017-05-09,2018-01-02,238
CLB,2018-09-11,2020-12-10,821
CLB,2021-09-02,2022-04-04,214
CLB,2022-06-17,2023-01-20,217
CLF,2011-08-26,2013-10-30,796
CLF,2014-03-11,2016-04-18,769
CLF,2017-05-15,2018-01-22,252
CLF,2018-04-10,2018-04-20,10
CLF,2019-01-04,2019-03-08,63
CLF,2019-05-03,2019-07-17,75
CLF,2019-09-04,2020-09-11,373
CLF,2022-01-19,2022-03-28,68
CLF,2022-06-29,2023-02-06,222
CLF,2023-05-16,2023-12-11,209
CLH,2012-06-29,2013-04-10,285
CLH,2013-07-31,2013-09-11,42
CLH,2014-01-15,2014-02-12,28
CLH,2014-02-27,2014-05-21,83
CLH,2014-10-06,2015-04-07,183
CLH,2015-08-20,2016-04-18,242
CLH,2016-10-17,2016-12-16,60
CLH,2017-08-18,2018-07-09,325
CLH,2019-01-14,2019-03-21,66
CLH,2020-03-19,2020-11-19,245
CLH,2022-02-01,2022-04-08,66
CLH,2022-05-31,2022-08-30,91
CLT,2013-10-03,2014-01-30,119
CLW,2011-05-17,2012-01-25,253
CLW,2012-04-13,2012-08-16,125
CLW,2015-03-25,2016-05-03,405
CLW,2017-03-03,2018-01-29,332
CLW,2018-02-08,2019-01-14,340
CLW,2019-04-10,2019-12-03,237
CLW,2021-04-28,2021-10-14,169
CLW,2022-02-25,2022-08-02,158
CLW,2023-02-10,2023-09-19,221
CLX,2010-12-27,2011-02-18,53
CLX,2011-10-25,2011-11-01,7
CLX,2011-11-02,2012-02-09,99
CLX,2016-10-10,2017-03-03,144
CLX,2017-11-01,2017-12-14,43
CLX,2018-03-21,2018-08-07,139
CLX,2019-06-07,2019-07-22,45
CLX,2019-10-30,2020-01-30,92
CLX,2020-12-23,2022-01-21,394
CLX,2022-02-10,2022-12-09,302
CLX,2023-09-25,2024-02-20,148
CLZ,2011-06-23,2011-12-01,161
CLZ,2012-07-12,2012-09-04,54
CLZ,2016-01-29,2016-10-11,256
CMC,2010-10-18,2010-12-06,49
CMC,2011-06-15,2012-01-04,203
CMC,2012-06-26,2012-10-01,97
CMC,2013-08-06,2013-08-12,6
CMC,2014-06-25,2015-05-15,324
CMC,2015-09-22,2016-03-31,191
CMC,2016-10-12,2016-11-15,34
CMC,2017-05-11,2017-11-01,174
CMC,2018-08-21,2019-08-15,359
CMC,2020-03-27,2020-07-23,118
CMC,2023-05-18,2023-07-18,61
CMC,2023-10-25,2024-02-07,105
CML,2010-10-18,2011-01-05,79
CML,2011-01-21,2011-01-28,7
CML,2011-01-31,2011-02-16,16
CML,2011-03-01,2011-03-03,2
CML,2011-03-07,2012-03-26,385
CML,2012-08-02,2012-09-20,49
CML,2012-09-21,2012-09-25,4
CML,2013-08-16,2014-01-06,143
CML,2014-05-12,2014-05-20,8
CML,2015-03-12,2015-08-12,153
CML,2015-08-13,2015-12-03,112
CML,2016-01-19,2016-04-06,78
CML,2016-06-10,2016-07-18,38
CML,2016-09-26,2016-10-19,23
CML,2017-01-13,2017-02-02,20
CML,2017-03-06,2017-05-18,73
CML,2017-06-09,2017-07-18,39
CML,2017-07-19,2017-07-20,1
CML,2017-07-24,2017-09-07,45
CML,2017-09-08,2017-09-15,7
CML,2017-09-18,2017-09-20,2
CMM,2012-05-30,2014-02-28,639
CMM,2014-06-26,2014-07-18,22
CMM,2014-07-21,2016-03-18,606
CMM,2017-05-09,2017-12-14,219
CMP,2010-10-18,2010-10-20,2
CMP,2011-07-25,2012-05-08,288
CMP,2013-09-19,2014-02-13,147
CMP,2014-10-22,2015-02-19,120
CMP,2015-06-23,2016-06-17,360
CMP,2016-08-17,2016-10-10,54
CMP,2017-04-10,2017-12-07,241
CMP,2018-03-27,2018-06-07,72
CMP,2018-08-21,2019-05-06,258
CMP,2020-03-27,2020-08-11,137
CMP,2021-12-02,2022-04-29,148
CMP,2022-05-12,2023-01-18,251
CMW,2011-05-19,2011-12-09,204
CMW,2012-09-24,2013-04-17,205
CMW,2013-07-31,2013-08-29,29
CMW,2013-10-04,2014-10-14,375
CMW,2015-12-21,2016-05-05,136
CNB,2014-02-18,2014-11-28,283
CNI,2011-09-22,2011-12-01,70
CNI,2015-04-16,2016-04-04,354
CNI,2018-03-01,2018-06-11,102
CNI,2018-12-26,2019-03-20,84
CNI,2019-10-31,2019-12-24,54
CNI,2020-03-16,2020-07-16,122
CNI,2021-06-25,2021-09-21,88
CNI,2022-05-27,2022-09-16,112
CNI,2022-10-11,2022-12-14,64
CNI,2023-03-23,2023-06-02,71
CNI,2023-07-06,2024-01-02,180
CNJ,2010-10-20,2011-10-31,376
CNJ,2013-06-25,2013-12-23,181
CNJ,2014-02-14,2014-05-09,84
CNJ,2015-01-15,2015-04-16,91
CNJ,2015-12-11,2016-02-16,67
CNU,2014-07-03,2014-07-24,21
CNU,2014-11-24,2015-05-04,161
CNU,2015-08-10,2016-04-21,255
CNU,2017-03-24,2017-11-07,228
COE,2017-03-27,2017-05-15,49
COE,2017-10-03,2019-10-28,755
COE,2020-10-13,2020-12-04,52
COE,2021-03-23,2022-08-18,513
COE,2023-02-14,2023-07-06,142
COE,2024-02-12,2024-07-01,140
COF,2010-10-18,2011-01-14,88
COF,2011-08-22,2012-02-24,186
COF,2013-03-15,2013-05-30,76
COF,2015-02-05,2015-04-24,78
COF,2015-09-17,2016-09-14,363
COF,2017-06-09,2017-10-31,144
COF,2018-07-05,2018-07-13,8
COF,2018-10-29,2019-05-22,205
COF,2020-03-20,2020-10-20,214
COF,2021-12-22,2023-03-01,434
COF,2023-04-19,2023-06-26,68
COF,2023-10-11,2023-12-08,58
COI,2011-01-31,2011-09-02,214
COI,2012-09-25,2013-07-15,293
COL,2013-05-28,2014-03-04,280
COL,2014-07-16,2014-07-25,9
COL,2014-12-08,2015-01-05,28
COL,2015-03-23,2015-03-27,4
COL,2015-06-15,2018-11-01,1235
COL,2018-11-19,2019-04-09,141
COL,2019-06-20,2020-06-24,370
COO,2011-11-21,2012-02-27,98
COO,2014-02-13,2014-03-13,28
COO,2015-09-03,2016-04-22,232
COO,2018-01-11,2018-07-12,182
COO,2019-10-28,2020-01-08,72
COO,2020-04-08,2020-09-28,173
COO,2021-12-17,2023-01-18,397
COO,2023-10-04,2024-01-30,118
COS,2010-10-19,2010-11-17,29
COS,2011-03-03,2011-11-09,251
COS,2012-01-13,2013-05-13,486
COS,2013-08-02,2014-01-10,161
COS,2014-07-17,2014-09-03,48
COS,2014-10-17,2015-12-30,439
COS,2016-12-20,2017-01-19,30
COS,2017-02-23,2018-11-26,641
COS,2019-07-29,2020-01-06,161
COS,2020-02-10,2020-09-03,206
COY,2011-09-20,2011-10-31,41
COY,2012-01-03,2012-09-04,245
COY,2013-03-04,2013-05-17,74
COY,2013-09-17,2015-02-24,525
COY,2015-12-08,2016-02-26,80
COY,2017-07-24,2018-01-05,165
CPT,2011-11-03,2012-02-13,102
CPT,2012-11-16,2013-01-02,47
CPT,2013-09-06,2014-03-17,192
CPT,2015-10-02,2015-11-18,47
CPT,2016-02-29,2016-03-02,2
CPT,2016-12-06,2017-01-04,29
CPT,2018-02-14,2018-06-26,132
CPT,2020-03-23,2020-11-04,226
CPT,2022-05-24,2024-04-24,701
CPU,2011-08-18,2012-02-22,188
CQR,2010-11-16,2011-11-17,366
CQR,2012-10-24,2014-03-11,503
CQR,2014-09-08,2016-02-17,527
CQR,2016-11-22,2017-02-27,97
CQR,2017-05-01,2017-05-02,1
CQR,2017-08-03,2017-12-11,130
CRB,2011-04-04,2011-04-06,2
CRB,2012-01-20,2012-02-17,28
CRB,2012-04-20,2013-02-28,314
CRB,2013-04-09,2013-09-19,163
CRB,2014-01-15,2014-08-15,212
CRB,2014-10-29,2015-03-04,126
CRB,2015-08-28,2016-03-24,209
CRL,2010-10-18,2011-01-04,78
CRL,2011-08-25,2012-03-09,197
CRL,2014-07-01,2014-09-05,66
CRL,2015-09-24,2015-12-24,91
CRL,2016-11-08,2017-03-01,113
CRL,2018-05-17,2018-06-21,35
CRL,2019-10-02,2019-12-12,71
CRL,2020-04-27,2020-05-29,32
CRL,2022-01-07,2023-01-18,376
CRL,2023-04-13,2024-01-05,267
CRM,2011-09-12,2012-03-20,190
CRM,2013-07-03,2013-08-29,57
CRM,2014-05-27,2014-09-26,122
CRM,2016-02-11,2016-05-04,83
CRM,2016-10-18,2017-03-03,136
CRM,2018-12-19,2019-02-05,48
CRM,2019-09-09,2019-12-10,92
CRM,2020-04-23,2020-06-08,46
CRM,2021-03-22,2021-07-12,112
CRM,2022-01-28,2023-03-13,409
CRO,2010-10-21,2010-11-04,14
CRO,2010-11-18,2010-11-19,1
CRO,2011-07-21,2012-09-25,432
CRO,2013-03-28,2014-01-10,288
CRO,2014-11-10,2014-11-14,4
CRO,2015-02-09,2015-06-02,113
CRO,2015-08-25,2016-02-22,181
CRO,2016-11-16,2017-06-15,211
CRO,2017-06-20,2017-07-03,13
CRO,2017-07-06,2017-07-10,4
CRO,2017-07-11,2017-07-27,16
CRO,2017-08-04,2018-01-18,167
CRS,2010-10-18,2010-11-03,16
CRS,2012-06-04,2012-10-04,122
CRS,2012-12-18,2013-01-14,27
CRS,2013-04-04,2013-08-09,127
CRS,2014-08-05,2016-04-22,626
CRS,2017-05-01,2017-07-28,88
CRS,2018-11-14,2019-05-22,189
CRS,2020-02-10,2020-12-14,308
CRS,2021-09-01,2022-03-18,198
CRS,2022-07-06,2022-09-21,77
CSD,2011-08-24,2012-01-17,146
CSD,2014-11-13,2014-12-26,43
CSD,2015-08-12,2016-05-11,273
CSD,2018-10-23,2019-04-12,171
CSD,2019-08-19,2019-12-26,129
CSD,2020-03-12,2020-09-03,175
CSD,2021-12-02,2023-01-11,405
CSD,2023-10-20,2023-12-07,48
CSE,2011-06-07,2012-01-03,210
CSE,2012-06-07,2012-08-09,63
CSL,2010-10-18,2010-12-14,57
CSL,2011-09-01,2011-12-28,118
CSL,2015-10-22,2016-04-11,172
CSL,2017-04-10,2017-11-07,211
CSL,2018-04-18,2018-06-26,69
CSL,2018-11-20,2019-03-08,108
CSL,2020-03-27,2020-11-13,231
CSL,2022-12-09,2023-07-26,229
CSR,2010-10-18,2010-11-02,15
CSR,2011-07-27,2012-03-14,231
CSR,2013-07-30,2014-01-27,181
CSR,2014-09-15,2015-01-22,129
CSR,2015-02-27,2015-10-19,234
CSR,2016-02-01,2016-09-08,220
CSR,2016-09-13,2016-09-15,2
CSR,2016-09-30,2016-12-19,80
CSR,2017-04-06,2017-08-11,127
CSR,2017-08-25,2017-09-01,7
CSR,2017-09-13,2017-10-19,36
CSR,2017-11-13,2017-11-28,15
CSR,2017-12-19,2018-06-27,190
CSR,2018-12-20,2019-02-05,47
CSR,2020-04-07,2020-07-17,101
CSR,2022-03-25,2023-07-17,479
CSR,2023-10-26,2024-04-30,187
CTD,2010-12-03,2012-07-05,580
CTD,2014-10-14,2015-03-20,157
CTD,2018-02-12,2018-10-30,260
CTD,2018-11-23,2018-11-30,7
CTD,2018-12-04,2018-12-31,27
CTD,2019-02-07,2020-06-29,508
CTD,2020-11-06,2021-01-15,70
CTD,2021-05-13,2021-10-19,159
CTE,2010-12-09,2010-12-10,1
CTE,2011-02-08,2011-02-22,14
CTE,2011-02-24,2011-03-02,6
CTE,2011-03-09,2011-03-10,1
CTE,2011-03-21,2011-04-14,24
CTE,2011-05-12,2011-05-27,15
CTE,2011-05-31,2011-06-06,6
CTE,2011-06-07,2011-06-08,1
CTE,2011-06-22,2011-06-23,1
CTE,2011-08-25,2012-02-02,161
CTE,2012-06-27,2012-12-20,176
CTE,2013-03-27,2013-03-28,1
CTE,2013-04-03,2013-04-10,7
CTE,2013-04-25,2013-05-21,26
CTE,2013-05-22,2013-05-28,6
CTE,2013-09-03,2014-02-20,170
CTE,2014-02-21,2014-04-16,54
CTE,2014-05-02,2014-05-07,5
CTE,2014-09-18,2014-11-18,61
CTE,2015-07-20,2015-07-22,2
CTE,2015-07-28,2015-10-02,66
CTE,2015-11-24,2016-01-27,64
CTE,2016-02-04,2016-02-05,1
CTE,2016-04-07,2016-06-16,70
CTE,2016-07-19,2016-09-12,55
CTE,2016-09-14,2016-09-16,2
CTE,2016-10-14,2016-12-08,55
CTE,2017-02-06,2017-06-16,130
CTE,2017-06-19,2017-06-20,1
CTE,2017-08-08,2017-08-10,2
CTE,2017-11-08,2018-01-05,58
CTE,2018-10-12,2019-04-17,187
CTE,2020-01-17,2020-02-20,34
CTO,2010-10-18,2011-02-10,115
CTO,2011-06-30,2012-02-16,231
CTO,2012-06-28,2012-09-06,70
CTO,2013-10-23,2013-10-31,8
CTO,2013-11-04,2014-04-16,163
CTO,2015-09-14,2016-09-06,358
CTO,2018-06-05,2018-09-26,113
CTO,2018-10-10,2019-03-15,156
CTO,2020-02-03,2020-11-06,277
CTO,2022-10-14,2023-08-24,314
CTO,2023-10-16,2023-12-05,50
CTP,2013-11-29,2014-04-15,137
CTP,2014-12-23,2015-01-05,13
CTP,2020-02-06,2020-11-18,286
CTP,2021-06-25,2021-11-24,152
CTP,2022-07-01,2023-04-12,285
CTP,2023-07-07,2024-05-08,306
CUE,2018-10-16,2019-04-18,184
CUE,2020-09-17,2021-11-02,411
CUE,2022-01-19,2023-01-27,373
CUL,2010-10-26,2010-11-19,24
CUL,2011-11-21,2012-01-10,50
CUL,2014-08-01,2015-02-10,193
CUL,2015-04-06,2016-04-14,374
CUL,2016-05-31,2016-08-10,71
CUP,2010-10-22,2011-02-23,124
CUP,2011-03-14,2011-11-25,256
CUP,2013-07-22,2013-12-17,148
CUP,2014-02-13,2014-02-25,12
CURE,2015-09-25,2016-06-06,255
CURE,2016-11-10,2017-03-09,119
CURE,2018-04-19,2018-07-23,95
CURE,2019-01-24,2019-07-25,182
CURE,2019-09-26,2019-11-13,48
CURE,2020-04-02,2020-08-25,145
CURE,2022-03-14,2022-04-11,28
CURE,2022-06-03,2022-12-20,200
CURE,2023-03-10,2024-01-19,315
CUV,2010-10-26,2010-11-19,24
CUV,2011-06-06,2012-04-10,309
CUV,2012-04-11,2012-05-01,20
CUV,2012-05-17,2012-11-26,193
CUV,2012-11-30,2012-12-06,6
CUV,2013-01-07,2013-01-15,8
CUV,2013-02-20,2013-07-29,159
CUV,2014-08-07,2014-12-02,117
CUV,2014-12-04,2014-12-05,1
CUV,2015-09-01,2015-11-18,78
CUV,2016-03-03,2016-03-22,19
CUV,2016-04-06,2016-04-08,2
CUV,2016-04-12,2017-08-30,505
CUX,2011-06-13,2013-02-05,603
CUX,2013-04-12,2014-01-16,279
CUX,2014-01-30,2014-03-06,35
CUX,2014-12-04,2016-05-04,517
CUX,2016-06-01,2016-06-10,9
CUX,2016-11-21,2017-05-09,169
CVL,2011-07-15,2012-02-29,229
CVL,2012-06-05,2012-10-04,121
CVL,2014-09-23,2015-04-24,213
CVL,2015-09-14,2016-04-27,226
CVL,2018-05-29,2019-12-10,560
CVL,2020-03-17,2020-09-18,185
CVN,2010-11-05,2010-11-08,3
CVN,2010-11-11,2011-08-22,284
CVN,2011-08-23,2011-08-26,3
CVN,2011-12-06,2013-03-08,458
CVN,2013-05-01,2013-07-22,82
CVN,2013-12-03,2014-05-29,177
CVN,2015-07-24,2016-02-26,217
CVN,2016-03-31,2016-04-04,4
CVN,2016-04-05,2016-05-13,38
CVN,2016-05-16,2016-05-18,2
CVN,2016-05-19,2016-06-13,25
CVS,2010-10-18,2010-12-31,74
CVS,2011-09-26,2011-11-04,39
CVS,2015-10-15,2016-04-20,188
